"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1994","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","425,000,000",""
"SURVEY","1994","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","452,000,000",""
"SURVEY","1994","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,812,000,000",""
"SURVEY","1993","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","497,000,000",""
"SURVEY","1993","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","486,000,000",""
"SURVEY","1993","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","446,000,000",""
"SURVEY","1993","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","468,000,000",""
"SURVEY","1993","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,897,000,000",""
"SURVEY","1992","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","171,000,000",""
"SURVEY","1992","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","508,000,000",""
"SURVEY","1992","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1992","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1992","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","157,000,000",""
"SURVEY","1992","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1992","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","485,000,000",""
"SURVEY","1992","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1992","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","489,000,000",""
"SURVEY","1992","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1992","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","166,000,000",""
"SURVEY","1992","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","173,000,000",""
"SURVEY","1992","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1992","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1992","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","486,000,000",""
"SURVEY","1992","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","163,000,000",""
"SURVEY","1992","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,968,000,000",""
"SURVEY","1991","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,000,000",""
"SURVEY","1991","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","523,000,000",""
"SURVEY","1991","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","163,000,000",""
"SURVEY","1991","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1991","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","161,000,000",""
"SURVEY","1991","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","160,000,000",""
"SURVEY","1991","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","492,000,000",""
"SURVEY","1991","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1991","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","491,000,000",""
"SURVEY","1991","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1991","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","171,000,000",""
"SURVEY","1991","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","180,000,000",""
"SURVEY","1991","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","160,000,000",""
"SURVEY","1991","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","165,000,000",""
"SURVEY","1991","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","487,000,000",""
"SURVEY","1991","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1991","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,993,000,000",""
"SURVEY","1990","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","182,000,000",""
"SURVEY","1990","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","533,000,000",""
"SURVEY","1990","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,000,000",""
"SURVEY","1990","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","167,000,000",""
"SURVEY","1990","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","161,000,000",""
"SURVEY","1990","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1990","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","493,000,000",""
"SURVEY","1990","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,000,000",""
"SURVEY","1990","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","503,000,000",""
"SURVEY","1990","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","171,000,000",""
"SURVEY","1990","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","170,000,000",""
"SURVEY","1990","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","180,000,000",""
"SURVEY","1990","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1990","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1990","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","493,000,000",""
"SURVEY","1990","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","165,000,000",""
"SURVEY","1990","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,022,000,000",""
"SURVEY","1989","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","181,000,000",""
"SURVEY","1989","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","530,000,000",""
"SURVEY","1989","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","167,000,000",""
"SURVEY","1989","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,000,000",""
"SURVEY","1989","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,000,000",""
"SURVEY","1989","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","170,000,000",""
"SURVEY","1989","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","511,000,000",""
"SURVEY","1989","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","165,000,000",""
"SURVEY","1989","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","497,000,000",""
"SURVEY","1989","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,000,000",""
"SURVEY","1989","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","177,000,000",""
"SURVEY","1989","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","180,000,000",""
"SURVEY","1989","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","166,000,000",""
"SURVEY","1989","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","167,000,000",""
"SURVEY","1989","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","502,000,000",""
"SURVEY","1989","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","165,000,000",""
"SURVEY","1989","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,040,000,000",""
"SURVEY","1988","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","187,000,000",""
"SURVEY","1988","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","560,000,000",""
"SURVEY","1988","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","173,000,000",""
"SURVEY","1988","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","172,000,000",""
"SURVEY","1988","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","173,000,000",""
"SURVEY","1988","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","178,000,000",""
"SURVEY","1988","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","533,000,000",""
"SURVEY","1988","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,000,000",""
"SURVEY","1988","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","523,000,000",""
"SURVEY","1988","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","182,000,000",""
"SURVEY","1988","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","182,000,000",""
"SURVEY","1988","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","191,000,000",""
"SURVEY","1988","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","173,000,000",""
"SURVEY","1988","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,000,000",""
"SURVEY","1988","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","521,000,000",""
"SURVEY","1988","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,000,000",""
"SURVEY","1988","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,137,000,000",""
"SURVEY","1987","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","199,000,000",""
"SURVEY","1987","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","585,000,000",""
"SURVEY","1987","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","184,000,000",""
"SURVEY","1987","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","184,000,000",""
"SURVEY","1987","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1987","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","175,000,000",""
"SURVEY","1987","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","524,000,000",""
"SURVEY","1987","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","185,000,000",""
"SURVEY","1987","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","553,000,000",""
"SURVEY","1987","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","189,000,000",""
"SURVEY","1987","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","187,000,000",""
"SURVEY","1987","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","197,000,000",""
"SURVEY","1987","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,000,000",""
"SURVEY","1987","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","187,000,000",""
"SURVEY","1987","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","545,000,000",""
"SURVEY","1987","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","184,000,000",""
"SURVEY","1987","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,207,000,000",""
"SURVEY","1986","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","204,000,000",""
"SURVEY","1986","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","603,000,000",""
"SURVEY","1986","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","187,000,000",""
"SURVEY","1986","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","175,000,000",""
"SURVEY","1986","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","166,000,000",""
"SURVEY","1986","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,000,000",""
"SURVEY","1986","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","532,000,000",""
"SURVEY","1986","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","187,000,000",""
"SURVEY","1986","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","555,000,000",""
"SURVEY","1986","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,000,000",""
"SURVEY","1986","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","187,000,000",""
"SURVEY","1986","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,000,000",""
"SURVEY","1986","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","173,000,000",""
"SURVEY","1986","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","183,000,000",""
"SURVEY","1986","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","531,000,000",""
"SURVEY","1986","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","181,000,000",""
"SURVEY","1986","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,221,000,000",""
"SURVEY","1985","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","202,000,000",""
"SURVEY","1985","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","601,000,000",""
"SURVEY","1985","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","189,000,000",""
"SURVEY","1985","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,000,000",""
"SURVEY","1985","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,000,000",""
"SURVEY","1985","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","172,000,000",""
"SURVEY","1985","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","519,000,000",""
"SURVEY","1985","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,000,000",""
"SURVEY","1985","JUL THRU SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","567,000,000",""
"SURVEY","1985","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,000,000",""
"SURVEY","1985","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","185,000,000",""
"SURVEY","1985","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,000,000",""
"SURVEY","1985","NOV","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,000,000",""
"SURVEY","1985","OCT","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","193,000,000",""
"SURVEY","1985","OCT THRU DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","548,000,000",""
"SURVEY","1985","SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","185,000,000",""
"SURVEY","1985","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,235,000,000",""
"SURVEY","1984","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","198,000,000",""
"SURVEY","1984","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","577,000,000",""
"SURVEY","1984","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,000,000",""
"SURVEY","1984","DEC","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","173,000,000",""
"SURVEY","1984","FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","165,000,000",""
"SURVEY","1984","JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,000,000",""
